駅グループ名,駅グループ事業者,駅グループ路線名,駅グループ路線区別名,駅グループ路線正式区間,駅グループ路線運行系統,駅グループの路線ごとの並び順,駅名,駅名(正式),駅の路線の事業者,駅の路線,駅の路線区別名,駅の路線の事業者(運行系統),路線名(運行系統),路線区別名(運行系統),"路線[正式区間](1:true, none:false)","路線[運行系統](1:true, none:false)",ナンバリング接頭辞,路線記号,ナンバリングハイフン,駅番号,路線(運行系統)ごとの並び順,駅カラー
,,,,,,,薩摩湯田,薩摩湯田,日本国有鉄道,宮之城線,,日本国有鉄道,宮之城線,,1,1,,,,,12,
,,,,,,,薩摩鶴田,薩摩鶴田,日本国有鉄道,宮之城線,,日本国有鉄道,宮之城線,,1,1,,,,,13,
,,,,,,,薩摩求名,薩摩求名,日本国有鉄道,宮之城線,,日本国有鉄道,宮之城線,,1,1,,,,,14,
,,,,,,,広橋,広橋,日本国有鉄道,宮之城線,,日本国有鉄道,宮之城線,,1,1,,,,,15,
,,,,,,,薩摩永野,薩摩永野,日本国有鉄道,宮之城線,,日本国有鉄道,宮之城線,,1,1,,,,,16,
,,,,,,,針持,針持,日本国有鉄道,宮之城線,,日本国有鉄道,宮之城線,,1,1,,,,,17,
,,,,,,,西太良,西太良,日本国有鉄道,宮之城線,,日本国有鉄道,宮之城線,,1,1,,,,,18,
,,,,,,,羽月,羽月,日本国有鉄道,宮之城線,,日本国有鉄道,宮之城線,,1,1,,,,,19,
,,,,,,,薩摩大口,薩摩大口,日本国有鉄道,宮之城線,,日本国有鉄道,宮之城線,,1,1,,,,,20,
,,,,,,,西都城,西都城,日本国有鉄道,志布志線,,日本国有鉄道,志布志線,,1,1,,,,,1,
,,,,,,,今町,今町,日本国有鉄道,志布志線,,日本国有鉄道,志布志線,,1,1,,,,,2,
,,,,,,,末吉,末吉,日本国有鉄道,志布志線,,日本国有鉄道,志布志線,,1,1,,,,,3,
,,,,,,,岩北,岩北,日本国有鉄道,志布志線,,日本国有鉄道,志布志線,,1,1,,,,,4,
,,,,,,,岩川,岩川,日本国有鉄道,志布志線,,日本国有鉄道,志布志線,,1,1,,,,,5,
,,,,,,,大隅松山,大隅松山,日本国有鉄道,志布志線,,日本国有鉄道,志布志線,,1,1,,,,,6,
,,,,,,,伊崎田,伊崎田,日本国有鉄道,志布志線,,日本国有鉄道,志布志線,,1,1,,,,,7,
,,,,,,,安楽,安楽,日本国有鉄道,志布志線,,日本国有鉄道,志布志線,,1,1,,,,,8,
,,,,,,,中安楽,中安楽,日本国有鉄道,志布志線,,日本国有鉄道,志布志線,,1,1,,,,,9,
,,,,,,,志布志,志布志,日本国有鉄道,志布志線,,日本国有鉄道,志布志線,,1,1,,,,,10,
,,,,,,,志布志,志布志,日本国有鉄道,大隅線,,日本国有鉄道,大隅線,,1,1,,,,,1,
,,,,,,,菱田,菱田,日本国有鉄道,大隅線,,日本国有鉄道,大隅線,,1,1,,,,,2,
,,,,,,,大隅大崎,大隅大崎,日本国有鉄道,大隅線,,日本国有鉄道,大隅線,,1,1,,,,,3,
,,,,,,,三文字,三文字,日本国有鉄道,大隅線,,日本国有鉄道,大隅線,,1,1,,,,,4,
,,,,,,,東串良,東串良,日本国有鉄道,大隅線,,日本国有鉄道,大隅線,,1,1,,,,,5,
,,,,,,,串良,串良,日本国有鉄道,大隅線,,日本国有鉄道,大隅線,,1,1,,,,,6,
,,,,,,,下小原,下小原,日本国有鉄道,大隅線,,日本国有鉄道,大隅線,,1,1,,,,,7,
,,,,,,,大隅高山,大隅高山,日本国有鉄道,大隅線,,日本国有鉄道,大隅線,,1,1,,,,,8,
,,,,,,,論地,論地,日本国有鉄道,大隅線,,日本国有鉄道,大隅線,,1,1,,,,,9,
,,,,,,,吾平,吾平,日本国有鉄道,大隅線,,日本国有鉄道,大隅線,,1,1,,,,,10,
,,,,,,,永野田,永野田,日本国有鉄道,大隅線,,日本国有鉄道,大隅線,,1,1,,,,,11,
,,,,,,,大隅川西,大隅川西,日本国有鉄道,大隅線,,日本国有鉄道,大隅線,,1,1,,,,,12,
,,,,,,,鹿屋,鹿屋,日本国有鉄道,大隅線,,日本国有鉄道,大隅線,,1,1,,,,,13,
,,,,,,,大隅野里,大隅野里,日本国有鉄道,大隅線,,日本国有鉄道,大隅線,,1,1,,,,,14,
,,,,,,,大隅高須,大隅高須,日本国有鉄道,大隅線,,日本国有鉄道,大隅線,,1,1,,,,,15,
,,,,,,,荒平,荒平,日本国有鉄道,大隅線,,日本国有鉄道,大隅線,,1,1,,,,,16,
,,,,,,,古江,古江,日本国有鉄道,大隅線,,日本国有鉄道,大隅線,,1,1,,,,,17,
,,,,,,,新城,新城,日本国有鉄道,大隅線,,日本国有鉄道,大隅線,,1,1,,,,,18,
,,,,,,,諏訪,諏訪,日本国有鉄道,大隅線,,日本国有鉄道,大隅線,,1,1,,,,,19,
,,,,,,,柊原,柊原,日本国有鉄道,大隅線,,日本国有鉄道,大隅線,,1,1,,,,,20,
,,,,,,,浜平,浜平,日本国有鉄道,大隅線,,日本国有鉄道,大隅線,,1,1,,,,,21,
,,,,,,,垂水,垂水,日本国有鉄道,大隅線,,日本国有鉄道,大隅線,,1,1,,,,,22,
,,,,,,,海潟温泉,海潟温泉,日本国有鉄道,大隅線,,日本国有鉄道,大隅線,,1,1,,,,,23,
,,,,,,,大隅麓,大隅麓,日本国有鉄道,大隅線,,日本国有鉄道,大隅線,,1,1,,,,,24,
,,,,,,,大隅辺田,大隅辺田,日本国有鉄道,大隅線,,日本国有鉄道,大隅線,,1,1,,,,,25,
,,,,,,,大隅二川,大隅二川,日本国有鉄道,大隅線,,日本国有鉄道,大隅線,,1,1,,,,,26,
,,,,,,,大隅境,大隅境,日本国有鉄道,大隅線,,日本国有鉄道,大隅線,,1,1,,,,,27,
,,,,,,,大廻,大廻,日本国有鉄道,大隅線,,日本国有鉄道,大隅線,,1,1,,,,,28,
,,,,,,,大隅福山,大隅福山,日本国有鉄道,大隅線,,日本国有鉄道,大隅線,,1,1,,,,,29,
,,,,,,,敷根,敷根,日本国有鉄道,大隅線,,日本国有鉄道,大隅線,,1,1,,,,,30,
,,,,,,,銅田,銅田,日本国有鉄道,大隅線,,日本国有鉄道,大隅線,,1,1,,,,,31,
,,,,,,,金剛寺,金剛寺,日本国有鉄道,大隅線,,日本国有鉄道,大隅線,,1,1,,,,,32,
,,,,,,,国分,国分,日本国有鉄道,大隅線,,日本国有鉄道,大隅線,,1,1,,,,,33,
,,,,,,,日向市,日向市,日本国有鉄道,細島線,,日本国有鉄道,細島線,,1,1,,,,,1,
,,,,,,,伊勢ケ浜,伊勢ケ浜,日本国有鉄道,細島線,,日本国有鉄道,細島線,,1,1,,,,,2,
,,,,,,,細島,細島,日本国有鉄道,細島線,,日本国有鉄道,細島線,,1,1,,,,,3,
,,,,,,,佐土原,佐土原,日本国有鉄道,妻線,,日本国有鉄道,妻線,,1,1,,,,,1,
,,,,,,,西佐土原,西佐土原,日本国有鉄道,妻線,,日本国有鉄道,妻線,,1,1,,,,,2,
,,,,,,,黒生野,黒生野,日本国有鉄道,妻線,,日本国有鉄道,妻線,,1,1,,,,,3,
,,,,,,,妻,妻,日本国有鉄道,妻線,,日本国有鉄道,妻線,,1,1,,,,,4,
,,,,,,,穂北,穂北,日本国有鉄道,妻線,,日本国有鉄道,妻線,,1,1,,,,,5,
,,,,,,,杉安,杉安,日本国有鉄道,妻線,,日本国有鉄道,妻線,,1,1,,,,,6,
,,,,,,,池田,池田,北海道ちほく高原鉄道株式会社,ふるさと銀河線,,北海道ちほく高原鉄道株式会社,ふるさと銀河線,,1,1,,,,,1,
,,,,,,,様舞,様舞,北海道ちほく高原鉄道株式会社,ふるさと銀河線,,北海道ちほく高原鉄道株式会社,ふるさと銀河線,,1,1,,,,,2,
,,,,,,,高島,高島,北海道ちほく高原鉄道株式会社,ふるさと銀河線,,北海道ちほく高原鉄道株式会社,ふるさと銀河線,,1,1,,,,,3,
,,,,,,,大森,大森,北海道ちほく高原鉄道株式会社,ふるさと銀河線,,北海道ちほく高原鉄道株式会社,ふるさと銀河線,,1,1,,,,,4,
,,,,,,,勇足,勇足,北海道ちほく高原鉄道株式会社,ふるさと銀河線,,北海道ちほく高原鉄道株式会社,ふるさと銀河線,,1,1,,,,,5,
,,,,,,,南本別,南本別,北海道ちほく高原鉄道株式会社,ふるさと銀河線,,北海道ちほく高原鉄道株式会社,ふるさと銀河線,,1,1,,,,,6,
,,,,,,,本別,本別,北海道ちほく高原鉄道株式会社,ふるさと銀河線,,北海道ちほく高原鉄道株式会社,ふるさと銀河線,,1,1,,,,,7,
,,,,,,,仙美里,仙美里,北海道ちほく高原鉄道株式会社,ふるさと銀河線,,北海道ちほく高原鉄道株式会社,ふるさと銀河線,,1,1,,,,,8,
,,,,,,,足寄,足寄,北海道ちほく高原鉄道株式会社,ふるさと銀河線,,北海道ちほく高原鉄道株式会社,ふるさと銀河線,,1,1,,,,,9,
,,,,,,,愛冠,愛冠,北海道ちほく高原鉄道株式会社,ふるさと銀河線,,北海道ちほく高原鉄道株式会社,ふるさと銀河線,,1,1,,,,,10,
,,,,,,,西一線,西一線,北海道ちほく高原鉄道株式会社,ふるさと銀河線,,北海道ちほく高原鉄道株式会社,ふるさと銀河線,,1,1,,,,,11,
,,,,,,,塩幌,塩幌,北海道ちほく高原鉄道株式会社,ふるさと銀河線,,北海道ちほく高原鉄道株式会社,ふるさと銀河線,,1,1,,,,,12,
,,,,,,,上利別,上利別,北海道ちほく高原鉄道株式会社,ふるさと銀河線,,北海道ちほく高原鉄道株式会社,ふるさと銀河線,,1,1,,,,,13,
,,,,,,,笹森,笹森,北海道ちほく高原鉄道株式会社,ふるさと銀河線,,北海道ちほく高原鉄道株式会社,ふるさと銀河線,,1,1,,,,,14,
,,,,,,,大誉地,大誉地,北海道ちほく高原鉄道株式会社,ふるさと銀河線,,北海道ちほく高原鉄道株式会社,ふるさと銀河線,,1,1,,,,,15,
,,,,,,,薫別,薫別,北海道ちほく高原鉄道株式会社,ふるさと銀河線,,北海道ちほく高原鉄道株式会社,ふるさと銀河線,,1,1,,,,,16,
,,,,,,,陸別,陸別,北海道ちほく高原鉄道株式会社,ふるさと銀河線,,北海道ちほく高原鉄道株式会社,ふるさと銀河線,,1,1,,,,,17,
,,,,,,,分線,分線,北海道ちほく高原鉄道株式会社,ふるさと銀河線,,北海道ちほく高原鉄道株式会社,ふるさと銀河線,,1,1,,,,,18,
,,,,,,,川上,川上,北海道ちほく高原鉄道株式会社,ふるさと銀河線,,北海道ちほく高原鉄道株式会社,ふるさと銀河線,,1,1,,,,,19,
,,,,,,,小利別,小利別,北海道ちほく高原鉄道株式会社,ふるさと銀河線,,北海道ちほく高原鉄道株式会社,ふるさと銀河線,,1,1,,,,,20,
,,,,,,,置戸,置戸,北海道ちほく高原鉄道株式会社,ふるさと銀河線,,北海道ちほく高原鉄道株式会社,ふるさと銀河線,,1,1,,,,,21,
,,,,,,,豊住,豊住,北海道ちほく高原鉄道株式会社,ふるさと銀河線,,北海道ちほく高原鉄道株式会社,ふるさと銀河線,,1,1,,,,,22,
,,,,,,,境野,境野,北海道ちほく高原鉄道株式会社,ふるさと銀河線,,北海道ちほく高原鉄道株式会社,ふるさと銀河線,,1,1,,,,,23,
,,,,,,,西訓子府,西訓子府,北海道ちほく高原鉄道株式会社,ふるさと銀河線,,北海道ちほく高原鉄道株式会社,ふるさと銀河線,,1,1,,,,,24,
,,,,,,,西富,西富,北海道ちほく高原鉄道株式会社,ふるさと銀河線,,北海道ちほく高原鉄道株式会社,ふるさと銀河線,,1,1,,,,,25,
,,,,,,,訓子府,訓子府,北海道ちほく高原鉄道株式会社,ふるさと銀河線,,北海道ちほく高原鉄道株式会社,ふるさと銀河線,,1,1,,,,,26,
,,,,,,,穂波,穂波,北海道ちほく高原鉄道株式会社,ふるさと銀河線,,北海道ちほく高原鉄道株式会社,ふるさと銀河線,,1,1,,,,,27,
,,,,,,,日ノ出,日ノ出,北海道ちほく高原鉄道株式会社,ふるさと銀河線,,北海道ちほく高原鉄道株式会社,ふるさと銀河線,,1,1,,,,,28,
,,,,,,,広郷,広郷,北海道ちほく高原鉄道株式会社,ふるさと銀河線,,北海道ちほく高原鉄道株式会社,ふるさと銀河線,,1,1,,,,,29,
,,,,,,,上常呂,上常呂,北海道ちほく高原鉄道株式会社,ふるさと銀河線,,北海道ちほく高原鉄道株式会社,ふるさと銀河線,,1,1,,,,,30,
,,,,,,,北光社,北光社,北海道ちほく高原鉄道株式会社,ふるさと銀河線,,北海道ちほく高原鉄道株式会社,ふるさと銀河線,,1,1,,,,,31,
,,,,,,,北見,北見,北海道ちほく高原鉄道株式会社,ふるさと銀河線,,北海道ちほく高原鉄道株式会社,ふるさと銀河線,,1,1,,,,,32,
,,,,,,,川部,川部,弘南鉄道株式会社,黒石線,,弘南鉄道株式会社,黒石線,,1,1,,,,,1,
,,,,,,,前田屋敷,前田屋敷,弘南鉄道株式会社,黒石線,,弘南鉄道株式会社,黒石線,,1,1,,,,,2,
,,,,,,,黒石,黒石,弘南鉄道株式会社,黒石線,,弘南鉄道株式会社,黒石線,,1,1,,,,,3,
,,,,,,,下北,下北,下北交通株式会社,大畑線,,下北交通株式会社,大畑線,,1,1,,,,,1,
,,,,,,,海老川,海老川,下北交通株式会社,大畑線,,下北交通株式会社,大畑線,,1,1,,,,,2,
,,,,,,,田名部,田名部,下北交通株式会社,大畑線,,下北交通株式会社,大畑線,,1,1,,,,,3,
,,,,,,,樺山,樺山,下北交通株式会社,大畑線,,下北交通株式会社,大畑線,,1,1,,,,,4,
,,,,,,,陸奥関根,陸奥関根,下北交通株式会社,大畑線,,下北交通株式会社,大畑線,,1,1,,,,,5,
,,,,,,,川代,川代,下北交通株式会社,大畑線,,下北交通株式会社,大畑線,,1,1,,,,,6,
,,,,,,,正津川,正津川,下北交通株式会社,大畑線,,下北交通株式会社,大畑線,,1,1,,,,,7,
,,,,,,,大畑,大畑,下北交通株式会社,大畑線,,下北交通株式会社,大畑線,,1,1,,,,,8,
,,,,,,,猪谷,猪谷,神岡鉄道株式会社,神岡線,,神岡鉄道株式会社,神岡線,,1,1,,,,,1,
,,,,,,,飛騨中山,飛騨中山,神岡鉄道株式会社,神岡線,,神岡鉄道株式会社,神岡線,,1,1,,,,,2,
,,,,,,,茂住,茂住,神岡鉄道株式会社,神岡線,,神岡鉄道株式会社,神岡線,,1,1,,,,,3,
,,,,,,,漆山,漆山,神岡鉄道株式会社,神岡線,,神岡鉄道株式会社,神岡線,,1,1,,,,,4,
,,,,,,,神岡鉱山前,神岡鉱山前,神岡鉄道株式会社,神岡線,,神岡鉄道株式会社,神岡線,,1,1,,,,,5,
,,,,,,,飛騨神岡,飛騨神岡,神岡鉄道株式会社,神岡線,,神岡鉄道株式会社,神岡線,,1,1,,,,,6,
,,,,,,,神岡大橋,神岡大橋,神岡鉄道株式会社,神岡線,,神岡鉄道株式会社,神岡線,,1,1,,,,,7,
,,,,,,,奥飛騨温泉口,奥飛騨温泉口,神岡鉄道株式会社,神岡線,,神岡鉄道株式会社,神岡線,,1,1,,,,,8,
,,,,,,,能登三井,能登三井,のと鉄道株式会社,七尾線,,のと鉄道株式会社,七尾線,,1,1,,,,,9,
,,,,,,,能登市ノ瀬,能登市ノ瀬,のと鉄道株式会社,七尾線,,のと鉄道株式会社,七尾線,,1,1,,,,,10,
,,,,,,,輪島,輪島,のと鉄道株式会社,七尾線,,のと鉄道株式会社,七尾線,,1,1,,,,,11,
,,,,,,,穴水,穴水,のと鉄道株式会社,能登線,,のと鉄道株式会社,能登線,,1,1,,,,,1,
,,,,,,,中居,中居,のと鉄道株式会社,能登線,,のと鉄道株式会社,能登線,,1,1,,,,,2,
,,,,,,,比良,比良,のと鉄道株式会社,能登線,,のと鉄道株式会社,能登線,,1,1,,,,,3,
,,,,,,,鹿波,鹿波,のと鉄道株式会社,能登線,,のと鉄道株式会社,能登線,,1,1,,,,,4,
,,,,,,,甲,甲,のと鉄道株式会社,能登線,,のと鉄道株式会社,能登線,,1,1,,,,,5,
,,,,,,,沖波,沖波,のと鉄道株式会社,能登線,,のと鉄道株式会社,能登線,,1,1,,,,,6,
,,,,,,,前波,前波,のと鉄道株式会社,能登線,,のと鉄道株式会社,能登線,,1,1,,,,,7,
,,,,,,,古君,古君,のと鉄道株式会社,能登線,,のと鉄道株式会社,能登線,,1,1,,,,,8,
,,,,,,,鵜川,鵜川,のと鉄道株式会社,能登線,,のと鉄道株式会社,能登線,,1,1,,,,,9,
,,,,,,,七見,七見,のと鉄道株式会社,能登線,,のと鉄道株式会社,能登線,,1,1,,,,,10,
,,,,,,,矢波,矢波,のと鉄道株式会社,能登線,,のと鉄道株式会社,能登線,,1,1,,,,,11,
,,,,,,,波並,波並,のと鉄道株式会社,能登線,,のと鉄道株式会社,能登線,,1,1,,,,,12,
,,,,,,,藤波,藤波,のと鉄道株式会社,能登線,,のと鉄道株式会社,能登線,,1,1,,,,,13,
,,,,,,,宇出津,宇出津,のと鉄道株式会社,能登線,,のと鉄道株式会社,能登線,,1,1,,,,,14,
,,,,,,,羽根,羽根,のと鉄道株式会社,能登線,,のと鉄道株式会社,能登線,,1,1,,,,,15,
,,,,,,,小浦,小浦,のと鉄道株式会社,能登線,,のと鉄道株式会社,能登線,,1,1,,,,,16,
,,,,,,,縄文真脇,縄文真脇,のと鉄道株式会社,能登線,,のと鉄道株式会社,能登線,,1,1,,,,,17,
,,,,,,,九十九湾小木,九十九湾小木,のと鉄道株式会社,能登線,,のと鉄道株式会社,能登線,,1,1,,,,,18,
,,,,,,,白丸,白丸,のと鉄道株式会社,能登線,,のと鉄道株式会社,能登線,,1,1,,,,,19,
,,,,,,,九里川尻,九里川尻,のと鉄道株式会社,能登線,,のと鉄道株式会社,能登線,,1,1,,,,,20,
,,,,,,,松波,松波,のと鉄道株式会社,能登線,,のと鉄道株式会社,能登線,,1,1,,,,,21,
,,,,,,,恋路,恋路,のと鉄道株式会社,能登線,,のと鉄道株式会社,能登線,,1,1,,,,,22,
,,,,,,,鵜島,鵜島,のと鉄道株式会社,能登線,,のと鉄道株式会社,能登線,,1,1,,,,,23,
,,,,,,,南黒丸,南黒丸,のと鉄道株式会社,能登線,,のと鉄道株式会社,能登線,,1,1,,,,,24,
,,,,,,,鵜飼,鵜飼,のと鉄道株式会社,能登線,,のと鉄道株式会社,能登線,,1,1,,,,,25,
,,,,,,,上戸,上戸,のと鉄道株式会社,能登線,,のと鉄道株式会社,能登線,,1,1,,,,,26,
,,,,,,,飯田,飯田,のと鉄道株式会社,能登線,,のと鉄道株式会社,能登線,,1,1,,,,,27,
,,,,,,,珠洲,珠洲,のと鉄道株式会社,能登線,,のと鉄道株式会社,能登線,,1,1,,,,,28,
,,,,,,,正院,正院,のと鉄道株式会社,能登線,,のと鉄道株式会社,能登線,,1,1,,,,,29,
,,,,,,,蛸島,蛸島,のと鉄道株式会社,能登線,,のと鉄道株式会社,能登線,,1,1,,,,,30,
,,,,,,,厄神,厄神,三木鉄道株式会社,三木線,,三木鉄道株式会社,三木線,,1,1,,,,,1,
,,,,,,,国包,国包,三木鉄道株式会社,三木線,,三木鉄道株式会社,三木線,,1,1,,,,,2,
,,,,,,,宗佐,宗佐,三木鉄道株式会社,三木線,,三木鉄道株式会社,三木線,,1,1,,,,,3,
,,,,,,,下石野,下石野,三木鉄道株式会社,三木線,,三木鉄道株式会社,三木線,,1,1,,,,,4,
,,,,,,,石野,石野,三木鉄道株式会社,三木線,,三木鉄道株式会社,三木線,,1,1,,,,,5,
,,,,,,,西這田,西這田,三木鉄道株式会社,三木線,,三木鉄道株式会社,三木線,,1,1,,,,,6,
,,,,,,,別所,別所,三木鉄道株式会社,三木線,,三木鉄道株式会社,三木線,,1,1,,,,,7,
,,,,,,,高木,高木,三木鉄道株式会社,三木線,,三木鉄道株式会社,三木線,,1,1,,,,,8,
,,,,,,,三木,三木,三木鉄道株式会社,三木線,,三木鉄道株式会社,三木線,,1,1,,,,,9,
,,,,,,,延岡,延岡,高千穂鉄道株式会社,高千穂線,,高千穂鉄道株式会社,高千穂線,,1,1,,,,,1,
,,,,,,,西延岡,西延岡,高千穂鉄道株式会社,高千穂線,,高千穂鉄道株式会社,高千穂線,,1,1,,,,,2,
,,,,,,,行縢,行縢,高千穂鉄道株式会社,高千穂線,,高千穂鉄道株式会社,高千穂線,,1,1,,,,,3,
,,,,,,,細見,細見,高千穂鉄道株式会社,高千穂線,,高千穂鉄道株式会社,高千穂線,,1,1,,,,,4,
,,,,,,,日向岡元,日向岡元,高千穂鉄道株式会社,高千穂線,,高千穂鉄道株式会社,高千穂線,,1,1,,,,,5,
,,,,,,,吐合,吐合,高千穂鉄道株式会社,高千穂線,,高千穂鉄道株式会社,高千穂線,,1,1,,,,,6,
,,,,,,,曽木,曽木,高千穂鉄道株式会社,高千穂線,,高千穂鉄道株式会社,高千穂線,,1,1,,,,,7,
,,,,,,,川水流,川水流,高千穂鉄道株式会社,高千穂線,,高千穂鉄道株式会社,高千穂線,,1,1,,,,,8,
,,,,,,,上崎,上崎,高千穂鉄道株式会社,高千穂線,,高千穂鉄道株式会社,高千穂線,,1,1,,,,,9,
,,,,,,,早日渡,早日渡,高千穂鉄道株式会社,高千穂線,,高千穂鉄道株式会社,高千穂線,,1,1,,,,,10,
,,,,,,,亀ヶ崎,亀ヶ崎,高千穂鉄道株式会社,高千穂線,,高千穂鉄道株式会社,高千穂線,,1,1,,,,,11,
,,,,,,,槇峰,槇峰,高千穂鉄道株式会社,高千穂線,,高千穂鉄道株式会社,高千穂線,,1,1,,,,,12,
,,,,,,,日向八戸,日向八戸,高千穂鉄道株式会社,高千穂線,,高千穂鉄道株式会社,高千穂線,,1,1,,,,,13,
,,,,,,,吾味,吾味,高千穂鉄道株式会社,高千穂線,,高千穂鉄道株式会社,高千穂線,,1,1,,,,,14,
,,,,,,,日之影温泉,日之影温泉,高千穂鉄道株式会社,高千穂線,,高千穂鉄道株式会社,高千穂線,,1,1,,,,,15,
,,,,,,,影待,影待,高千穂鉄道株式会社,高千穂線,,高千穂鉄道株式会社,高千穂線,,1,1,,,,,16,
,,,,,,,深角,深角,高千穂鉄道株式会社,高千穂線,,高千穂鉄道株式会社,高千穂線,,1,1,,,,,17,
,,,,,,,天岩戸,天岩戸,高千穂鉄道株式会社,高千穂線,,高千穂鉄道株式会社,高千穂線,,1,1,,,,,18,
,,,,,,,高千穂,高千穂,高千穂鉄道株式会社,高千穂線,,高千穂鉄道株式会社,高千穂線,,1,1,,,,,19,
